"","Site","Depth","Temp","Sal","Oxy","Fluor"
"981","ALOHAMarch",104,24.211,35.031,211.34,0.7941
"982","ALOHAMarch",105,24.188,35.04,210.95,0.8003
"983","ALOHAMarch",106,24.195,35.034,210.6,0.7998
"984","ALOHAMarch",108,24.151,35.052,210.85,0.83
"985","ALOHAMarch",109,24.138,35.058,210.67,0.7967
"986","ALOHAMarch",110,24.127,35.061,210.88,0.7809
"987","ALOHAMarch",112,24.088,35.069,211.29,0.798
"988","ALOHAMarch",113,24.022,35.084,211.07,0.7941
"989","ALOHAMarch",114,23.983,35.09,210.24,0.815
"990","ALOHAMarch",115,23.935,35.098,209.19,0.7949
"991","ALOHAMarch",116,23.911,35.103,209.95,0.7879
"992","ALOHAMarch",117,23.87,35.109,209.59,0.7668
"993","ALOHAMarch",118,23.85,35.112,208,0.7487
"994","ALOHAMarch",119,23.843,35.112,208.72,0.6932
"995","ALOHAMarch",120,23.847,35.112,209.02,0.7154
"996","ALOHAMarch",121,23.841,35.113,208.78,0.7101
"997","ALOHAMarch",122,23.802,35.119,208.34,0.6838
"998","ALOHAMarch",123,23.743,35.126,208.23,0.6567
"999","ALOHAMarch",124,23.709,35.129,207.64,0.6339
"1000","ALOHAMarch",125,23.661,35.133,207.9,0.6159
"1001","ALOHAMarch",126,23.615,35.126,207.96,0.6183
"1002","ALOHAMarch",127,23.584,35.139,207.68,0.6235
"1003","ALOHAMarch",128,23.475,35.152,207.14,0.5987
"1004","ALOHAMarch",129,23.48,35.147,207.23,0.597
"1005","ALOHAMarch",130,23.425,35.144,208.12,0.554
"1006","ALOHAMarch",131,23.286,35.149,206.71,0.5016
"1007","ALOHAMarch",132,23.239,35.148,205.96,0.4726
"1008","ALOHAMarch",133,23.214,35.147,206.26,0.4911
"1009","ALOHAMarch",134,23.134,35.149,206.18,0.4358
"1010","ALOHAMarch",135,23.068,35.15,205.8,0.444
"1011","ALOHAMarch",136,23.021,35.153,205.42,0.4141
"1012","ALOHAMarch",137,22.94,35.155,205.44,0.4105
"1013","ALOHAMarch",138,22.88,35.157,204.77,0.4015
"1014","ALOHAMarch",139,22.869,35.156,204.56,0.409
"1015","ALOHAMarch",140,22.726,35.151,204.45,0.3856
"1016","ALOHAMarch",141,22.745,35.149,204.18,0.3907
"1017","ALOHAMarch",142,22.517,35.138,204.32,0.3383
"1018","ALOHAMarch",144,22.425,35.146,203.13,0.3312
"1019","ALOHAMarch",145,22.397,35.144,202.98,NA
"1020","ALOHAMarch",147,22.358,35.144,202.84,0.327
"1021","ALOHAMarch",148,22.345,35.145,203.13,0.3417
"1022","ALOHAMarch",149,22.323,35.144,202.82,0.3295
"1023","ALOHAMarch",150,22.317,35.144,202.64,0.3346
"1024","ALOHAMarch",151,22.319,35.144,202.57,0.3447
"1025","ALOHAMarch",152,22.302,35.144,202.57,0.3388
"1026","ALOHAMarch",153,22.268,35.143,202.56,0.3168
"1027","ALOHAMarch",154,22.207,35.143,202.16,0.3106
"1028","ALOHAMarch",155,22.214,35.142,202.18,0.325
"1029","ALOHAMarch",156,22.208,35.142,202.35,0.3174
"1030","ALOHAMarch",157,22.154,35.141,202.3,0.3186
"1031","ALOHAMarch",158,22.154,35.139,202.3,NA
"1032","ALOHAMarch",159,22.138,35.139,201.3,0.3204
"1033","ALOHAMarch",160,22.132,35.138,202.03,0.3213
"1034","ALOHAMarch",161,22.125,35.136,202.55,0.3155
"1035","ALOHAMarch",162,22.128,35.134,202.54,0.2966
"1036","ALOHAMarch",163,22.102,35.124,202.11,0.3042
"1037","ALOHAMarch",164,21.921,35.133,201.59,0.2531
"1038","ALOHAMarch",165,21.878,35.132,201.09,NA
"1039","ALOHAMarch",166,21.872,35.129,201.7,0.2513
"1040","ALOHAMarch",168,21.86,35.125,201.4,0.2342
"1041","ALOHAMarch",170,21.731,35.104,201.68,0.2077
"1042","ALOHAMarch",171,21.428,35.09,201.24,0.187
"1043","ALOHAMarch",173,21.166,35.098,199.33,NA
"1044","ALOHAMarch",174,21.083,35.101,197.86,0.1902
"1045","ALOHAMarch",175,21.088,35.094,198.5,0.1473
"1046","ALOHAMarch",176,20.955,35.072,199.05,0.1397
"1047","ALOHAMarch",178,20.813,35.075,198.56,0.151
"1048","ALOHAMarch",180,20.799,35.074,197.56,NA
"1049","ALOHAMarch",182,20.776,35.074,197.1,0.1358
"1050","ALOHAMarch",183,20.777,35.074,197.63,0.1434
"1051","ALOHAMarch",184,20.776,35.073,197.86,0.1321
"1052","ALOHAMarch",185,20.77,35.071,197.98,0.1453
"1053","ALOHAMarch",186,20.762,35.07,198.07,0.1303
"1054","ALOHAMarch",188,20.752,35.067,197.22,0.1303
"1055","ALOHAMarch",189,20.699,35.065,196.42,0.1358
"1056","ALOHAMarch",190,20.678,35.07,196.48,0.1358
"1057","ALOHAMarch",191,20.676,35.067,196.74,0.1349
"1058","ALOHAMarch",192,20.672,35.062,196.88,0.1321
"1059","ALOHAMarch",193,20.645,35.057,196.86,0.1208
"1060","ALOHAMarch",195,20.587,35.05,197.45,0.1284
"1061","ALOHAMarch",196,20.503,35.041,197.41,0.1284
"1062","ALOHAMarch",197,20.409,35.029,197.35,0.1056
"1063","ALOHAMarch",198,20.256,35.011,196.83,0.1038
"1064","ALOHAMarch",199,20.181,35.018,196.57,0.1056
"1065","ALOHAMarch",200,20.169,35.015,196.1,0.1018
"1066","ALOHAMarch",201,20.153,35.011,196.4,0.0962
"1067","ALOHAMarch",202,20.115,35.002,197.1,0.0962
"1068","ALOHAMarch",203,20.013,34.986,197.81,0.0904
"1069","ALOHAMarch",204,19.816,34.968,196.93,0.0867
"1070","ALOHAMarch",206,19.739,34.962,195.89,0.0849
"1071","ALOHAMarch",208,19.66,34.952,195.4,0.0867
"1072","ALOHAMarch",209,19.524,34.94,195.93,0.0838
"1073","ALOHAMarch",210,19.477,34.937,195.78,0.0874
"1074","ALOHAMarch",211,19.463,34.932,195.27,0.0849
"1075","ALOHAMarch",213,19.434,34.924,196.02,0.0791
"1076","ALOHAMarch",214,19.321,34.904,195.77,0.0773
"1077","ALOHAMarch",216,19.221,34.895,195.31,0.0773
"1078","ALOHAMarch",217,19.077,34.863,195.1,0.0773
"1079","ALOHAMarch",219,18.738,34.836,194.15,NA
"1080","ALOHAMarch",220,18.736,34.844,194.25,0.0706
"1081","ALOHAMarch",221,18.678,34.83,195.27,0.0678
"1082","ALOHAMarch",223,18.53,34.806,194.92,0.066
"1083","ALOHAMarch",225,18.377,34.785,194.29,0.0715
"1084","ALOHAMarch",226,18.097,34.742,193.35,NA
"1085","ALOHAMarch",227,17.877,34.739,192.82,0.064
"1086","ALOHAMarch",228,17.854,34.729,191.86,0.0647
"1087","ALOHAMarch",229,17.722,34.706,193.11,NA
"1088","ALOHAMarch",231,17.517,34.661,192.77,0.0565
"1089","ALOHAMarch",232,17.07,34.605,191.44,0.0584
"1090","ALOHAMarch",234,16.908,34.607,189.05,0.0584
"1091","ALOHAMarch",235,16.887,34.603,187.91,0.0565
"1092","ALOHAMarch",236,16.854,34.596,189.07,0.0584
"1093","ALOHAMarch",237,16.742,34.577,188.73,0.0545
"1094","ALOHAMarch",238,16.676,34.576,188.48,0.0565
"1095","ALOHAMarch",239,16.658,34.57,188.73,0.0575
"1096","ALOHAMarch",240,16.574,34.556,189.11,0.0526
"1097","ALOHAMarch",241,16.473,34.534,189.27,0.0565
"1098","ALOHAMarch",243,16.288,34.519,189.45,0.0545
"1099","ALOHAMarch",245,16.207,34.508,189.03,0.0526
"1100","ALOHAMarch",246,16.017,34.477,189.12,0.0526
"1101","ALOHAMarch",247,15.865,34.484,189.53,0.0545
"1102","ALOHAMarch",248,15.855,34.482,189.23,0.0508
"1103","ALOHAMarch",249,15.856,34.48,189.88,0.0508
"1104","ALOHAMarch",250,15.837,34.477,189.94,0.0508
"1105","ALOHAMarch",251,15.807,34.471,190.3,0.0508
"1106","ALOHAMarch",253,15.768,34.467,190.68,0.0508
"1107","ALOHAMarch",254,15.732,34.463,190.06,0.0526
"1108","ALOHAMarch",256,15.68,34.456,189.5,0.0508
"1109","ALOHAMarch",257,15.641,34.451,189.87,0.0508
"1110","ALOHAMarch",258,15.539,34.438,190.18,0.0508
"1111","ALOHAMarch",259,15.469,34.439,190.66,0.0489
"1112","ALOHAMarch",260,15.429,34.435,190.65,0.0517
"1113","ALOHAMarch",261,15.412,34.433,190.32,0.0489
"1114","ALOHAMarch",262,15.372,34.418,190.23,0.0489
"1115","ALOHAMarch",264,15.28,34.409,190.6,0.0489
"1116","ALOHAMarch",265,15.153,34.393,190.79,0.0508
"1117","ALOHAMarch",267,15.078,34.387,190.26,0.0489
"1118","ALOHAMarch",268,15.003,34.38,189.57,0.0489
"1119","ALOHAMarch",269,14.98,34.383,189.65,0.0499
"1120","ALOHAMarch",270,14.95,34.381,190.39,0.0508
"1121","ALOHAMarch",271,14.946,34.372,190.2,0.0489
"1122","ALOHAMarch",273,14.899,34.365,189.96,0.0489
"1123","ALOHAMarch",274,14.822,34.354,189.38,0.0489
"1124","ALOHAMarch",275,14.736,34.341,189.44,0.0489
"1125","ALOHAMarch",276,14.607,34.315,190.04,0.0471
"1126","ALOHAMarch",277,14.303,34.304,190.78,0.0451
"1127","ALOHAMarch",278,14.226,34.298,191.36,0.0471
"1128","ALOHAMarch",279,13.964,34.292,191.56,NA
"1129","ALOHAMarch",280,13.853,34.269,193.04,0.0471
"1130","ALOHAMarch",281,13.719,34.268,192.81,0.0471
"1131","ALOHAMarch",282,13.678,34.266,193.15,0.0471
"1132","ALOHAMarch",284,13.643,34.263,193.26,0.0451
"1133","ALOHAMarch",285,13.59,34.26,193.05,0.0471
"1134","ALOHAMarch",286,13.573,34.26,194.04,0.0471
"1135","ALOHAMarch",287,13.552,34.258,194.07,0.0451
"1136","ALOHAMarch",288,13.541,34.256,193.96,0.0489
"1137","ALOHAMarch",289,13.525,34.253,193.62,0.0471
"1138","ALOHAMarch",290,13.497,34.25,193.33,0.0471
"1139","ALOHAMarch",291,13.48,34.249,193.61,0.0432
"1140","ALOHAMarch",292,13.443,34.245,193.71,0.0471
"1141","ALOHAMarch",293,13.425,34.246,193.88,0.0489
"1142","ALOHAMarch",294,13.419,34.247,194.19,0.0471
"1143","ALOHAMarch",295,13.415,34.244,193.78,0.0451
"1144","ALOHAMarch",296,13.403,34.242,193.26,0.0451
"1145","ALOHAMarch",297,13.386,34.239,192.69,0.0451
"1146","ALOHAMarch",299,13.369,34.236,193.13,0.0451
"1147","ALOHAMarch",300,13.323,34.23,193.61,0.0471
"1148","ALOHAMarch",301,13.252,34.224,193.93,0.0451
"1149","ALOHAMarch",302,13.214,34.229,194.26,0.0451
"1150","ALOHAMarch",303,13.204,34.224,194.16,0.0471
"1151","ALOHAMarch",304,13.231,34.225,194.09,0.0451
"1152","ALOHAMarch",305,13.163,34.214,195.19,0.0451
"1153","ALOHAMarch",307,13.095,34.205,195.69,0.0471
"1154","ALOHAMarch",309,13.001,34.19,196.67,0.0451
"1155","ALOHAMarch",311,12.648,34.139,197.14,0.0451
"1156","ALOHAMarch",312,12.342,34.143,194.04,0.0451
"1157","ALOHAMarch",313,12.339,34.155,191.72,0.0455
"1158","ALOHAMarch",314,12.468,34.15,197.47,0.0451
"1159","ALOHAMarch",315,12.308,34.127,196.28,0.0451
"1160","ALOHAMarch",317,12.183,34.123,192.24,0.0451
"1161","ALOHAMarch",319,12.102,34.113,189.22,0.0471
"1162","ALOHAMarch",321,11.95,34.103,187.02,NA
"1163","ALOHAMarch",322,11.777,34.117,186.34,0.0471
"1164","ALOHAMarch",323,11.77,34.12,186.22,0.0463
"1165","ALOHAMarch",324,11.802,34.114,186.91,0.0451
"1166","ALOHAMarch",325,11.749,34.114,187.8,0.0451
"1167","ALOHAMarch",326,11.707,34.108,188.81,0.0432
"1168","ALOHAMarch",327,11.639,34.104,188.67,0.0451
"1169","ALOHAMarch",329,11.578,34.105,187.34,0.0471
"1170","ALOHAMarch",330,11.527,34.107,185.78,0.0471
"1171","ALOHAMarch",331,11.489,34.107,184.76,0.0471
"1172","ALOHAMarch",332,11.438,34.106,184.01,0.0471
"1173","ALOHAMarch",333,11.314,34.107,182.71,0.0471
"1174","ALOHAMarch",334,11.239,34.118,179.04,0.0526
"1175","ALOHAMarch",335,11.184,34.13,174.8,0.0489
"1176","ALOHAMarch",336,11.192,34.132,173.16,0.048
"1177","ALOHAMarch",337,11.185,34.131,172.95,0.0471
"1178","ALOHAMarch",338,11.168,34.13,171.76,0.0508
"1179","ALOHAMarch",339,11.151,34.129,170.88,0.0489
"1180","ALOHAMarch",341,11.117,34.125,171.81,0.0489
"1181","ALOHAMarch",342,11.063,34.116,175.43,0.0471
"1182","ALOHAMarch",343,10.964,34.119,178.22,0.0471
"1183","ALOHAMarch",344,10.89,34.124,177.32,0.0471
"1184","ALOHAMarch",346,10.852,34.127,176.28,NA
"1185","ALOHAMarch",347,10.835,34.127,176.15,0.0508
"1186","ALOHAMarch",348,10.825,34.128,175.02,0.0489
"1187","ALOHAMarch",349,10.798,34.133,171.34,0.0489
"1188","ALOHAMarch",350,10.77,34.141,166.88,0.0489
"1189","ALOHAMarch",351,10.769,34.141,165.15,0.0489
"1190","ALOHAMarch",352,10.773,34.141,166.51,0.0483
"1191","ALOHAMarch",353,10.781,34.138,169.2,NA
"1192","ALOHAMarch",355,10.767,34.138,169.11,0.0508
"1193","ALOHAMarch",357,10.749,34.138,164.37,0.0526
"1194","ALOHAMarch",359,10.682,34.155,155.18,0.0508
"1195","ALOHAMarch",361,10.662,34.162,148.1,0.0516
"1196","ALOHAMarch",362,10.667,34.156,148.98,0.0526
"1197","ALOHAMarch",364,10.665,34.157,147.1,0.0526
"1198","ALOHAMarch",366,10.646,34.155,144.86,0.0508
"1199","ALOHAMarch",368,10.595,34.145,146.05,0.0508
"1200","ALOHAMarch",369,10.371,34.113,152.75,0.0526
"1201","ALOHAMarch",370,10.239,34.123,158.57,0.0499
"1202","ALOHAMarch",371,10.45,34.144,150.65,NA
"1203","ALOHAMarch",372,10.468,34.127,150.39,0.0508
"1204","ALOHAMarch",374,10.322,34.099,156.89,0.0508
"1205","ALOHAMarch",375,10.082,34.086,161.42,0.0489
"1206","ALOHAMarch",377,9.931,34.095,162.24,0.0489
"1207","ALOHAMarch",378,9.884,34.095,161.01,0.0508
"1208","ALOHAMarch",379,9.801,34.1,160.31,0.0508
"1209","ALOHAMarch",380,9.79,34.103,160.2,0.0508
"1210","ALOHAMarch",381,9.788,34.101,160.04,0.0508
"1211","ALOHAMarch",382,9.772,34.1,159.89,0.0508
"1212","ALOHAMarch",383,9.758,34.1,159.6,0.0508
"1213","ALOHAMarch",384,9.75,34.1,159.14,0.0508
"1214","ALOHAMarch",386,9.745,34.099,159.14,0.0508
"1215","ALOHAMarch",387,9.719,34.096,159.22,0.0526
"1216","ALOHAMarch",388,9.651,34.099,160.42,0.0499
"1217","ALOHAMarch",389,9.679,34.097,160.44,0.0508
"1218","ALOHAMarch",390,9.649,34.093,160.54,0.0508
"1219","ALOHAMarch",392,9.602,34.091,161.19,0.0508
"1220","ALOHAMarch",393,9.556,34.09,160.7,0.0526
"1221","ALOHAMarch",395,9.475,34.087,160.06,0.0526
"1222","ALOHAMarch",396,9.368,34.087,160.54,0.0526
"1223","ALOHAMarch",397,9.353,34.093,161.54,0.0526
"1224","ALOHAMarch",398,9.355,34.093,161.04,0.0514
"1225","ALOHAMarch",399,9.367,34.092,160.73,0.0508
"1226","ALOHAMarch",400,9.364,34.088,161.47,0.0526
"1227","ALOHAMarch",402,9.341,34.086,162.2,0.0526
"1228","ALOHAMarch",404,9.261,34.074,163.3,0.0526
"1229","ALOHAMarch",405,9.17,34.085,162.84,0.0526
"1230","ALOHAMarch",406,9.19,34.088,163.03,0.0522
"1231","ALOHAMarch",407,9.282,34.081,164.55,0.0508
"1232","ALOHAMarch",409,9.19,34.075,164.63,0.0526
"1233","ALOHAMarch",411,9.131,34.078,162.96,0.0526
"1234","ALOHAMarch",413,9.072,34.08,160.47,0.0526
"1235","ALOHAMarch",415,9.066,34.083,160.12,0.052
"1236","ALOHAMarch",416,9.056,34.083,159.85,0.0526
"1237","ALOHAMarch",417,9.083,34.079,162.92,0.0526
"1238","ALOHAMarch",419,9.058,34.074,161.11,NA
"1239","ALOHAMarch",421,8.982,34.076,156.95,0.0526
"1240","ALOHAMarch",423,8.94,34.075,151.22,0.0545
"1241","ALOHAMarch",424,8.833,34.088,146.51,0.0565
"1242","ALOHAMarch",425,8.846,34.09,144.67,0.0545
"1243","ALOHAMarch",426,8.925,34.089,145.42,0.0545
"1244","ALOHAMarch",427,8.921,34.084,144.3,0.0545
"1245","ALOHAMarch",429,8.854,34.076,144.6,0.0545
"1246","ALOHAMarch",431,8.715,34.067,146.71,0.0526
"1247","ALOHAMarch",433,8.657,34.063,148.43,0.0545
"1248","ALOHAMarch",434,8.533,34.061,148.28,0.0545
"1249","ALOHAMarch",435,8.499,34.068,148.08,0.0565
"1250","ALOHAMarch",436,8.558,34.071,147.62,0.0545
"1251","ALOHAMarch",437,8.566,34.066,147.49,0.0545
"1252","ALOHAMarch",439,8.53,34.06,148.41,0.0565
"1253","ALOHAMarch",441,8.495,34.055,149.48,0.0565
"1254","ALOHAMarch",443,8.397,34.044,148.23,0.0565
"1255","ALOHAMarch",444,8.254,34.05,144.99,0.0545
"1256","ALOHAMarch",445,8.239,34.056,143.35,0.0545
"1257","ALOHAMarch",446,8.26,34.058,144.99,0.0561
"1258","ALOHAMarch",447,8.293,34.053,146.97,0.0565
"1259","ALOHAMarch",448,8.264,34.049,145.73,0.0565
"1260","ALOHAMarch",451,8.2,34.045,142.45,0.0545
"1261","ALOHAMarch",453,8.076,34.052,138.04,0.0565
"1262","ALOHAMarch",454,8.058,34.06,136.73,0.0575
"1263","ALOHAMarch",455,8.059,34.058,136.29,0.0571
"1264","ALOHAMarch",456,8.062,34.054,136.87,0.0565
"1265","ALOHAMarch",458,8.04,34.056,133.48,0.0584
"1266","ALOHAMarch",460,7.958,34.054,130.6,NA
"1267","ALOHAMarch",462,7.892,34.061,128.27,0.0565
"1268","ALOHAMarch",463,7.904,34.063,128.47,0.0588
"1269","ALOHAMarch",464,7.925,34.059,130.77,0.0584
"1270","ALOHAMarch",465,7.922,34.056,129.7,0.0584
"1271","ALOHAMarch",467,7.856,34.047,125.23,0.0584
"1272","ALOHAMarch",469,7.691,34.062,120.03,0.0602
"1273","ALOHAMarch",471,7.676,34.066,118.47,0.0593
"1274","ALOHAMarch",472,7.683,34.066,119.01,0.0593
"1275","ALOHAMarch",473,7.665,34.065,118.22,0.059
"1276","ALOHAMarch",476,7.658,34.059,117.89,0.0584
"1277","ALOHAMarch",479,7.571,34.056,115.17,0.0602
"1278","ALOHAMarch",481,7.496,34.069,112.55,0.0602
"1279","ALOHAMarch",482,7.505,34.065,112.57,0.0602
"1280","ALOHAMarch",484,7.48,34.065,112.22,0.0602
"1281","ALOHAMarch",485,7.462,34.066,111.74,0.0602
"1282","ALOHAMarch",487,7.442,34.065,110.55,0.0602
"1283","ALOHAMarch",488,7.422,34.066,110.54,0.0584
"1284","ALOHAMarch",489,7.408,34.067,109.94,0.0602
"1285","ALOHAMarch",490,7.402,34.068,109.4,0.0593
"1286","ALOHAMarch",491,7.394,34.066,109.52,0.0602
"1287","ALOHAMarch",492,7.374,34.065,108.78,0.0602
"1288","ALOHAMarch",494,7.352,34.063,106.97,0.0602
"1289","ALOHAMarch",495,7.273,34.068,103.93,0.0602
"1290","ALOHAMarch",496,7.256,34.075,102.98,0.0602
"1291","ALOHAMarch",497,7.257,34.075,103.09,0.0609
"1292","ALOHAMarch",498,7.256,34.074,103.17,0.0621
"1293","ALOHAMarch",499,7.255,34.077,102.84,0.0602
"1294","ALOHAMarch",501,7.258,34.078,101.95,0.0602
"1295","ALOHAMarch",503,7.26,34.081,101.06,0.0621
"1296","ALOHAMarch",504,7.266,34.085,99.84,0.0621
"1297","ALOHAMarch",506,7.265,34.094,97.39,0.0621
"1298","ALOHAMarch",507,7.262,34.097,96.21,0.0621
"1299","ALOHAMarch",508,7.267,34.094,97.08,0.0621
"1300","ALOHAMarch",509,7.264,34.097,96.05,0.0621
"1301","ALOHAMarch",511,7.252,34.096,95.02,0.0621
"1302","ALOHAMarch",513,7.231,34.094,94.92,0.0621
"1303","ALOHAMarch",514,7.21,34.092,94.85,0.0621
"1304","ALOHAMarch",515,7.164,34.092,94.58,0.0621
"1305","ALOHAMarch",516,7.142,34.091,94.45,0.0621
"1306","ALOHAMarch",517,7.114,34.093,93.56,0.0621
"1307","ALOHAMarch",518,7.1,34.093,93.19,0.0621
"1308","ALOHAMarch",519,7.095,34.095,92.23,0.0621
"1309","ALOHAMarch",520,7.093,34.099,90,0.064
"1310","ALOHAMarch",521,7.061,34.11,86.67,0.0621
"1311","ALOHAMarch",522,7.042,34.118,84.85,0.064
"1312","ALOHAMarch",523,7.036,34.12,84.05,0.064
"1313","ALOHAMarch",524,7.033,34.123,83.09,NA
"1314","ALOHAMarch",525,7.029,34.125,82.55,0.064
"1315","ALOHAMarch",526,7.03,34.127,81.76,0.064
"1316","ALOHAMarch",527,7.034,34.128,82.13,0.064
"1317","ALOHAMarch",528,7.035,34.128,81.92,0.064
"1318","ALOHAMarch",530,7.035,34.127,81.34,0.064
"1319","ALOHAMarch",531,7.033,34.128,81.12,0.064
"1320","ALOHAMarch",532,7.033,34.128,81.4,0.0627
"1321","ALOHAMarch",533,7.034,34.127,81.57,NA
"1322","ALOHAMarch",534,7.03,34.127,81.12,0.064
"1323","ALOHAMarch",535,7.023,34.126,81.03,0.0621
"1324","ALOHAMarch",537,7.013,34.126,80.94,0.064
"1325","ALOHAMarch",539,6.997,34.125,80.28,0.064
"1326","ALOHAMarch",540,6.975,34.131,79.27,NA
"1327","ALOHAMarch",541,6.966,34.132,78.61,0.064
"1328","ALOHAMarch",542,6.969,34.131,78.53,0.064
"1329","ALOHAMarch",543,6.934,34.13,76.9,0.064
"1330","ALOHAMarch",544,6.887,34.132,75.62,0.064
"1331","ALOHAMarch",546,6.847,34.134,74.7,0.064
"1332","ALOHAMarch",547,6.824,34.135,74.11,0.064
"1333","ALOHAMarch",548,6.788,34.136,72.57,0.066
"1334","ALOHAMarch",549,6.767,34.139,71.97,0.064
"1335","ALOHAMarch",550,6.762,34.139,71.63,0.064
"1336","ALOHAMarch",551,6.717,34.137,70.32,NA
"1337","ALOHAMarch",552,6.647,34.139,69.64,0.064
"1338","ALOHAMarch",554,6.634,34.141,69.58,0.064
"1339","ALOHAMarch",555,6.644,34.146,68.22,0.064
"1340","ALOHAMarch",556,6.657,34.15,67.29,0.066
"1341","ALOHAMarch",557,6.651,34.152,67.1,NA
"1342","ALOHAMarch",558,6.651,34.153,66.26,0.066
"1343","ALOHAMarch",559,6.649,34.153,66.47,0.065
"1344","ALOHAMarch",560,6.641,34.152,66.1,0.064
"1345","ALOHAMarch",561,6.617,34.154,65.27,0.066
"1346","ALOHAMarch",562,6.614,34.157,64.45,0.066
"1347","ALOHAMarch",564,6.604,34.156,64.24,0.066
"1348","ALOHAMarch",565,6.583,34.154,64.06,0.066
"1349","ALOHAMarch",566,6.554,34.154,64.21,0.066
"1350","ALOHAMarch",567,6.535,34.154,64.01,0.066
"1351","ALOHAMarch",568,6.524,34.155,63.32,0.066
"1352","ALOHAMarch",569,6.518,34.152,63.61,0.066
"1353","ALOHAMarch",570,6.502,34.149,63.17,0.066
"1354","ALOHAMarch",572,6.428,34.148,62.71,0.0678
"1355","ALOHAMarch",573,6.408,34.15,61.89,0.066
"1356","ALOHAMarch",574,6.38,34.15,61.46,0.066
"1357","ALOHAMarch",575,6.367,34.152,61.74,0.066
"1358","ALOHAMarch",576,6.365,34.151,61.31,0.0669
"1359","ALOHAMarch",577,6.357,34.15,61.24,0.066
"1360","ALOHAMarch",578,6.335,34.15,60.16,0.066
"1361","ALOHAMarch",580,6.328,34.155,59.1,0.066
"1362","ALOHAMarch",581,6.277,34.15,58.27,0.0678
"1363","ALOHAMarch",583,6.227,34.159,57.52,0.0672
"1364","ALOHAMarch",584,6.212,34.162,56.99,0.0678
"1365","ALOHAMarch",586,6.204,34.162,56.41,0.066
"1366","ALOHAMarch",587,6.197,34.164,56.59,0.066
"1367","ALOHAMarch",589,6.193,34.165,55.74,NA
"1368","ALOHAMarch",591,6.192,34.166,55.29,0.0678
"1369","ALOHAMarch",592,6.177,34.169,55.25,0.0678
"1370","ALOHAMarch",593,6.158,34.172,53.96,0.0678
"1371","ALOHAMarch",594,6.137,34.176,53.91,0.0678
"1372","ALOHAMarch",595,6.136,34.177,53.46,0.0678
"1373","ALOHAMarch",596,6.127,34.179,52.61,0.0678
"1374","ALOHAMarch",597,6.101,34.184,51.78,0.0678
"1375","ALOHAMarch",598,6.088,34.187,51.55,0.0678
"1376","ALOHAMarch",600,6.081,34.186,50.94,0.0678
"1377","ALOHAMarch",602,6.074,34.186,50.35,0.0678
"1378","ALOHAMarch",603,6.06,34.189,50.78,0.0678
"1379","ALOHAMarch",604,6.059,34.189,50.46,0.0678
"1380","ALOHAMarch",605,6.056,34.189,49.98,0.0678
"1381","ALOHAMarch",607,6.056,34.189,49.98,0.0678
"1382","ALOHAMarch",608,6.056,34.189,50.38,0.0678
"1383","ALOHAMarch",610,6.056,34.189,50.39,0.0678
"1384","ALOHAMarch",612,6.054,34.188,49.76,0.0678
"1385","ALOHAMarch",613,6.053,34.189,50.11,0.0685
"1386","ALOHAMarch",614,6.05,34.188,50.25,0.0678
"1387","ALOHAMarch",616,6.04,34.188,49.9,0.0678
"1388","ALOHAMarch",617,6.022,34.189,49.27,0.066
"1389","ALOHAMarch",619,6.004,34.192,48.65,0.0678
"1390","ALOHAMarch",620,5.952,34.186,49.07,0.0697
"1391","ALOHAMarch",621,5.915,34.188,49.49,0.0678
"1392","ALOHAMarch",622,5.915,34.189,49.21,0.0678
"1393","ALOHAMarch",623,5.915,34.187,49.44,0.0688
"1394","ALOHAMarch",625,5.899,34.186,49.05,0.0678
"1395","ALOHAMarch",626,5.879,34.189,48.18,NA
"1396","ALOHAMarch",628,5.875,34.193,47.31,0.0678
"1397","ALOHAMarch",629,5.846,34.196,46.7,0.0678
"1398","ALOHAMarch",630,5.827,34.203,46.49,0.0678
"1399","ALOHAMarch",631,5.845,34.2,47.31,0.0678
"1400","ALOHAMarch",632,5.859,34.194,47.02,0.0678
"1401","ALOHAMarch",633,5.836,34.194,46.93,NA
"1402","ALOHAMarch",635,5.818,34.202,45.39,0.0678
"1403","ALOHAMarch",637,5.739,34.212,43.88,0.0697
"1404","ALOHAMarch",639,5.68,34.22,43.27,0.0678
"1405","ALOHAMarch",640,5.708,34.223,43.09,0.0678
"1406","ALOHAMarch",641,5.681,34.218,43.09,0.0678
"1407","ALOHAMarch",644,5.668,34.219,43.15,NA
"1408","ALOHAMarch",646,5.705,34.229,42.42,0.0678
"1409","ALOHAMarch",648,5.712,34.23,41.88,0.0697
"1410","ALOHAMarch",649,5.721,34.23,42.03,0.0691
"1411","ALOHAMarch",650,5.699,34.23,41.89,NA
"1412","ALOHAMarch",651,5.721,34.228,42.29,0.0678
"1413","ALOHAMarch",653,5.715,34.226,42.05,0.0697
"1414","ALOHAMarch",655,5.678,34.221,42.05,0.0697
"1415","ALOHAMarch",657,5.603,34.226,41.4,0.0678
"1416","ALOHAMarch",658,5.614,34.229,41.8,0.0691
"1417","ALOHAMarch",659,5.618,34.228,41.62,0.0678
"1418","ALOHAMarch",660,5.611,34.221,41.73,0.0678
"1419","ALOHAMarch",662,5.575,34.224,41.47,0.0697
"1420","ALOHAMarch",665,5.541,34.223,41.46,0.0678
